timestamp,open,high,low,close,volume
2026-06-01 00:00:00+00:00,2400.0,2400.4015686303537,2399.747779312528,2400.000430553675,250
2026-06-01 00:01:00+00:00,2400.000430553675,2400.339077773947,2399.623003682258,2400.104991491803,288
2026-06-01 00:02:00+00:00,2400.104991491803,2400.49933323573,2399.5277818976906,2400.0090432424263,367
2026-06-01 00:03:00+00:00,2400.0090432424263,2399.952007289997,2399.517761325212,2399.6973360988613,221
2026-06-01 00:04:00+00:00,2399.697336098861,2399.798921227324,2399.213534446829,2399.538201324051,407
2026-06-01 00:05:00+00:00,2399.5382013240514,2399.267947881365,2398.7223613074625,2399.1911250298026,350
2026-06-01 00:06:00+00:00,2399.191125029802,2399.501310458581,2398.778114801706,2399.2121752907115,359
2026-06-01 00:07:00+00:00,2399.2121752907115,2399.917495461272,2399.302764297834,2399.681250626656,98
2026-06-01 00:08:00+00:00,2399.681250626656,2399.7556898488074,2399.0772524458826,2399.508978345162,222
2026-06-01 00:09:00+00:00,2399.508978345162,2399.454674816188,2399.138506922464,2399.291812130225,90
2026-06-01 00:10:00+00:00,2399.291812130225,2399.591588173031,2398.984761396613,2399.4632568477905,227
2026-06-01 00:11:00+00:00,2399.4632568477905,2399.7974304069685,2399.104970951405,2399.5881673006465,161
2026-06-01 00:12:00+00:00,2399.588167300646,2399.7816331768263,2399.300558488924,2399.625062287796,82
2026-06-01 00:13:00+00:00,2399.625062287796,2399.536751686541,2399.018135759844,2399.299398472148,422
2026-06-01 00:14:00+00:00,2399.299398472148,2399.407831411684,2399.110458704743,2399.289160334286,251
2026-06-01 00:15:00+00:00,2399.289160334285,2399.9823585071617,2399.168969990735,2399.532516452346,197
2026-06-01 00:16:00+00:00,2399.532516452346,2399.1863200365483,2398.7362068978614,2399.062041360796,297
2026-06-01 00:17:00+00:00,2399.062041360796,2399.212334238307,2398.543402312694,2398.901875844432,153
2026-06-01 00:18:00+00:00,2398.901875844432,2398.5854695696494,2397.763187565416,2398.236447885502,101
2026-06-01 00:19:00+00:00,2398.236447885502,2397.9099889652016,2397.46616070086,2397.785109676577,370
2026-06-01 00:20:00+00:00,2397.785109676577,2397.259871384939,2396.761470805593,2397.14050241335,389
